Analysis of Layer Similarities for gemma_1b 
Number of Layers to Skip : 16 
block_start,block_end,average_distance
1,17,0.48347015974586577
2,18,0.4657837389044261
3,19,0.39964157876337547
4,20,0.20395289320890078
5,21,0.15802405687621596
6,22,0.1338858400337427
7,23,0.11936351019120865
8,24,0.1151342725939324
9,25,0.10150562093415613
10,26,0.49517703520184825
Layer 9 to 25 is the best block to prune.
