Analysis of Layer Similarities for gemma_1b 
Number of Layers to Skip : 19 
block_start,block_end,average_distance
1,20,0.48845319339737353
2,21,0.4694686474039397
3,22,0.4028429558304961
4,23,0.20826169025109437
5,24,0.1623988763831469
6,25,0.13670568800158073
7,26,0.4919015609800584
Layer 6 to 25 is the best block to prune.
