Analysis of Layer Similarities for gemma_1b 
Number of Layers to Skip : 15 
block_start,block_end,average_distance
1,16,0.48244894896035995
2,17,0.46270300720452334
3,18,0.3976970034350681
4,19,0.2037125524379864
5,20,0.15547031743981032
6,21,0.13227208950176314
7,22,0.11854107927255593
8,23,0.1126093882994893
9,24,0.10269758766263376
10,25,0.09791214642357733
11,26,0.4947642760517996
Layer 10 to 25 is the best block to prune.
