Analysis of Layer Similarities for gemma_1b 
Number of Layers to Skip : 14 
block_start,block_end,average_distance
1,15,0.48019421054231515
2,16,0.46145000531979574
3,17,0.39382495212183855
4,18,0.19912517859314202
5,19,0.1555947626611138
6,20,0.12952348879803016
7,21,0.11681143319096547
8,22,0.11184098655611624
9,23,0.10021557047209387
10,24,0.09926750687773589
11,25,0.09715360055173881
12,26,0.49233474434581714
Layer 11 to 25 is the best block to prune.
